team_name,player_name,birth_country,citizenship,representing,data_complete
Argentina,Rodrigo De Paul,Argentina,Argentina; Italy,Argentina,True
Argentina,Valentín Barco,Argentina,Argentina,Argentina,True
Argentina,Julián Alvarez,Argentina,Argentina,Argentina,True
Argentina,Lionel Messi,Argentina,Argentina; Italy; Spain,Argentina,True
Argentina,Giovani Lo Celso,Argentina,Argentina; Italy,Argentina,True
Argentina,Gerónimo Rulli,Argentina,Argentina,Argentina,True
Argentina,Cristian Romero,Argentina,Argentina,Argentina,True
Argentina,Exequiel Palacios,Argentina,Argentina,Argentina,True
Argentina,Nicolás González,Argentina,Argentina,Argentina,True
Argentina,Thiago Almada,Argentina,Argentina,Argentina,True
Argentina,Giuliano Simeone,,,Argentina,False
Argentina,Nico Paz,Spain,Argentina; Spain,Argentina,True
Argentina,Nicolás Otamendi,Argentina,Argentina,Argentina,True
Argentina,Alexis Mac Allister,Argentina,Argentina,Argentina,True
Argentina,José Manuel López,Argentina,Argentina,Argentina,True
Argentina,Lautaro Martínez,Argentina,Argentina,Argentina,True
Argentina,Emiliano Martínez,Argentina,Argentina,Argentina,True
Argentina,Enzo Fernández,,,Argentina,False
Argentina,Facundo Medina,Argentina,Argentina,Argentina,True
Argentina,Nahuel Molina,Argentina,Argentina,Argentina,True
Austria,Alexander Schlager,Austria,Austria,Austria,True
Austria,David Affengruber,,,Austria,False
Austria,Kevin Danso,Austria,Austria,Austria,True
Austria,Xaver Schlager,Austria,Austria,Austria,True
Austria,Stefan Posch,Austria,Austria,Austria,True
Austria,Nicolas Seiwald,Austria,Austria,Austria,True
Austria,Marko Arnautović,Austria,Austria,Austria,True
Austria,David Alaba,Austria,Austria,Austria,True
Austria,Marcel Sabitzer,Austria,Austria,Austria,True
Austria,Florian Grillitsch,Austria,Austria,Austria,True
Austria,Michael Gregoritsch,,,Austria,False
Austria,Florian Wiegele,Austria,Austria,Austria,True
Austria,Patrick Pentz,,,Austria,False
Austria,Saša Kalajdžić,Austria,Austria,Austria,True
Austria,Philipp Lienhart,,,Austria,False
Austria,Phillipp Mwene,Austria,Austria,Austria,True
Austria,Carney Chukwuemeka,Austria,Austria,Austria,True
Austria,Romano Schmid,Austria,Austria,Austria,True
Austria,Dejan Ljubičić,,,Austria,False
Austria,Konrad Laimer,Austria,Austria,Austria,True
Austria,Patrick Wimmer,Austria,Austria,Austria,True
Austria,Alexander Prass,,,Austria,False
Austria,Marco Friedl,Austria,Austria,Austria,True
Austria,Paul Wanner,Austria,Austria; Germany,Austria,True
Austria,Michael Svoboda,Austria,Austria,Austria,True
Austria,Alessandro Schöpf,Austria,Austria,Austria,True
Jordan,Yazeed Abulaila,Jordan,Jordan,Jordan,True
Jordan,Mohammad Abu Hashish,,,Jordan,False
Jordan,Abdallah Nasib,Jordan,Jordan,Jordan,True
Jordan,Husam Abu Dahab,Jordan,Jordan,Jordan,True
Jordan,Yazan Al-Arab,Jordan,Jordan,Jordan,True
Jordan,Amer Jamous,Jordan,Jordan,Jordan,True
Jordan,Mohammad Abu Zrayq,Jordan,Jordan,Jordan,True
Jordan,Noor Al-Rawabdeh,Jordan,Jordan,Jordan,True
Jordan,Ali Olwan,Jordan,Jordan,Jordan,True
Jordan,Musa Al-Taamari,Jordan,France,Jordan,True
Jordan,Odeh Al-Fakhouri,Jordan,Jordan,Jordan,True
Jordan,Nour Bani Attiah,Jordan,Jordan,Jordan,True
Jordan,Mahmoud Al-Mardi,,,Jordan,False
Jordan,Rajaei Ayed,Jordan,Jordan,Jordan,True
Jordan,Ibrahim Sadeh,,,Jordan,False
Jordan,Mo Abualnadi,United States,Jordan; Palestine; United States,Jordan,True
Jordan,Salim Obaid,Jordan,Jordan,Jordan,True
Jordan,Mohammad Taha,,,Jordan,False
Jordan,Saed Al-Rosan,,,Jordan,False
Jordan,Mohannad Abu Taha,Jordan,Jordan,Jordan,True
Jordan,Nizar Al-Rashdan,Jordan,Jordan,Jordan,True
Jordan,Abdallah Al-Fakhouri,Jordan,Jordan,Jordan,True
Jordan,Ihsan Haddad,,,Jordan,False
Jordan,Ali Azaizeh,Germany,Jordan,Jordan,True
Jordan,Mohammad Al-Dawoud,Jordan,Jordan,Jordan,True
Jordan,Anas Badawi,,Jordan,Jordan,False
Colombia,David Ospina,Colombia,Colombia; France,Colombia,True
Colombia,Daniel Muñoz,Colombia,Colombia,Colombia,True
Colombia,Jhon Lucumí,Colombia,Colombia,Colombia,True
Colombia,Santiago Arias,Colombia,Colombia,Colombia,True
Colombia,Kevin Castaño,Colombia,Colombia,Colombia,True
Colombia,Richard Ríos,Colombia,Colombia,Colombia,True
Colombia,Luis Díaz,Colombia,Colombia,Colombia,True
Colombia,Jorge Carrascal,Colombia,Colombia,Colombia,True
Colombia,Jhon Córdoba,,,Colombia,False
Colombia,James Rodríguez,Colombia,Colombia; Spain,Colombia,True
Colombia,Jhon Arias,Colombia,Colombia,Colombia,True
Colombia,Camilo Vargas,Colombia,Colombia,Colombia,True
Colombia,Yerry Mina,Colombia,Colombia,Colombia,True
Colombia,Gustavo Puerta,,,Colombia,False
Colombia,Juan Portilla,Colombia,Colombia,Colombia,True
Colombia,Jefferson Lerma,,,Colombia,False
Colombia,Johan Mojica,Colombia,Colombia,Colombia,True
Colombia,Willer Ditta,Colombia,Colombia,Colombia,True
Colombia,Cucho Hernández,Colombia,Colombia,Colombia,True
Colombia,Juan Fernando Quintero,Colombia,Colombia,Colombia,True
Colombia,Jaminton Campaz,Colombia,Venezuela,Colombia,True
Colombia,Deiver Machado,Colombia,Colombia,Colombia,True
Colombia,Davinson Sánchez,Colombia,Colombia,Colombia,True
Colombia,Álvaro Montero,,,Colombia,False
Colombia,Luis Suárez,Colombia,Colombia; Spain,Colombia,True
Colombia,Andrés Gómez,Colombia,Colombia,Colombia,True
DR Congo,Lionel Mpasi,France,Democratic Republic of the Congo; France,DR Congo,True
DR Congo,Aaron Wan-Bissaka,England,Democratic Republic of the Congo; United Kingdom,DR Congo,True
DR Congo,Steve Kapuadi,France,France,DR Congo,True
DR Congo,Axel Tuanzebe,,,DR Congo,False
DR Congo,Dylan Batubinsika,France,Democratic Republic of the Congo; France,DR Congo,True
DR Congo,Ngal'ayel Mukau,,,DR Congo,False
DR Congo,Nathanaël Mbuku,,,DR Congo,False
DR Congo,Samuel Moutoussamy,,,DR Congo,False
DR Congo,Brian Cipenga,,,DR Congo,False
DR Congo,Théo Bongonda,Belgium,Belgium,DR Congo,True
DR Congo,Gaël Kakuta,France,Democratic Republic of the Congo; France,DR Congo,True
DR Congo,Joris Kayembe,Belgium,Belgium; Democratic Republic of the Congo,DR Congo,True
DR Congo,Meschak Elia,Democratic Republic of the Congo,Democratic Republic of the Congo,DR Congo,True
DR Congo,Noah Sadiki,,,DR Congo,False
DR Congo,Aaron Tshibola,England,United Kingdom,DR Congo,True
DR Congo,Timothy Fayulu,,,DR Congo,False
DR Congo,Cédric Bakambu,,,DR Congo,False
DR Congo,Charles Pickel,Switzerland,Switzerland,DR Congo,True
DR Congo,Fiston Mayele,,,DR Congo,False
DR Congo,Yoane Wissa,France,France,DR Congo,True
DR Congo,Matthieu Epolo,Belgium,Belgium; Democratic Republic of the Congo,DR Congo,True
DR Congo,Chancel Mbemba,Democratic Republic of the Congo,Democratic Republic of the Congo,DR Congo,True
DR Congo,Simon Banza,France,Democratic Republic of the Congo; France,DR Congo,True
DR Congo,Gédéon Kalulu,France,Democratic Republic of the Congo; France,DR Congo,True
DR Congo,Edo Kayembe,Democratic Republic of the Congo,Democratic Republic of the Congo,DR Congo,True
DR Congo,Arthur Masuaku,France,Democratic Republic of the Congo; France,DR Congo,True
Portugal,Diogo Costa,,,Portugal,False
Portugal,Nélson Semedo,,,Portugal,False
Portugal,Rúben Dias,Portugal,Portugal,Portugal,True
Portugal,Tomás Araújo,Portugal,Portugal,Portugal,True
Portugal,Diogo Dalot,Portugal,Portugal,Portugal,True
Portugal,Matheus Nunes,Brazil,Brazil; Portugal,Portugal,True
Portugal,Cristiano Ronaldo,Portugal,Portugal,Portugal,True
Portugal,Bruno Fernandes,Portugal,Portugal,Portugal,True
Portugal,Gonçalo Ramos,Portugal,Portugal,Portugal,True
Portugal,Bernardo Silva,Portugal,Portugal,Portugal,True
Portugal,João Félix,Portugal,Portugal,Portugal,True
Portugal,José Sá,,,Portugal,False
Portugal,Renato Veiga,Portugal,Portugal,Portugal,True
Portugal,Gonçalo Inácio,Portugal,Portugal,Portugal,True
Portugal,João Neves,Portugal,Portugal,Portugal,True
Portugal,Francisco Trincão,Portugal,Portugal,Portugal,True
Portugal,Rafael Leão,Portugal,Portugal,Portugal,True
Portugal,Pedro Neto,Portugal,Portugal,Portugal,True
Portugal,Gonçalo Guedes,Portugal,Portugal,Portugal,True
Portugal,João Cancelo,,,Portugal,False
Portugal,Rúben Neves,,,Portugal,False
Portugal,Rui Silva,,,Portugal,False
Portugal,Vitinha,Portugal,Portugal,Portugal,True
Portugal,Samú Costa,Portugal,Portugal,Portugal,True
Portugal,Nuno Mendes,Portugal,Portugal,Portugal,True
Portugal,Francisco Conceição,Portugal,Portugal,Portugal,True
Uzbekistan,Utkir Yusupov,Kazakhstan,Uzbekistan,Uzbekistan,True
Uzbekistan,Abdukodir Khusanov,,,Uzbekistan,False
Uzbekistan,Khojiakbar Alijonov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Farrukh Sayfiev,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Rustam Ashurmatov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Akmal Mozgovoy,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Otabek Shukurov,,,Uzbekistan,False
Uzbekistan,Jamshid Iskanderov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Odiljon Hamrobekov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Ruslanbek Jiyanov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Oston Urunov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Abduvohid Nematov,,,Uzbekistan,False
Uzbekistan,Sherzod Nasrullaev,,,Uzbekistan,False
Uzbekistan,Eldor Shomurodov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Umar Eshmurodov,,,Uzbekistan,False
Uzbekistan,Botirali Ergashev,,,Uzbekistan,False
Uzbekistan,Dostonbek Khamdamov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Abdulla Abdullaev,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Azizjon Ganiev,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Azizbek Amonov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Igor Sergeev,,,Uzbekistan,False
Uzbekistan,Abbosbek Fayzullaev,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Sherzod Esanov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Bekhruz Karimov,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Avazbek Ulmasaliev,Uzbekistan,Uzbekistan,Uzbekistan,True
Uzbekistan,Jakhongir Urozov,Uzbekistan,Uzbekistan,Uzbekistan,True
Croatia,Dominik Livaković,Croatia,Croatia,Croatia,True
Croatia,Josip Stanišić,Germany,Croatia; Germany,Croatia,True
Croatia,Marin Pongračić,Germany,Croatia,Croatia,True
Croatia,Joško Gvardiol,Croatia,Croatia,Croatia,True
Croatia,Duje Ćaleta-Car,,,Croatia,False
Croatia,Josip Šutalo,Bosnia and Herzegovina,Croatia,Croatia,True
Croatia,Nikola Moro,Croatia,Croatia,Croatia,True
Croatia,Mateo Kovačić,Austria,Croatia,Croatia,True
Croatia,Andrej Kramarić,Croatia,Croatia,Croatia,True
Croatia,Luka Modrić,,,Croatia,False
Croatia,Ante Budimir,Bosnia and Herzegovina,Croatia,Croatia,True
Croatia,Ivor Pandur,Croatia,Croatia,Croatia,True
Croatia,Nikola Vlašić,Croatia,Croatia,Croatia,True
Croatia,Ivan Perišić,Croatia,Croatia,Croatia,True
Croatia,Mario Pašalić,Germany,Croatia,Croatia,True
Croatia,Martin Baturina,,,Croatia,False
Croatia,Petar Sučić,Bosnia and Herzegovina,Croatia,Croatia,True
Croatia,Kristijan Jakić,Croatia,Croatia,Croatia,True
Croatia,Toni Fruk,Croatia,Croatia,Croatia,True
Croatia,Igor Matanović,Germany,Germany,Croatia,True
Croatia,Luka Sučić,,,Croatia,False
Croatia,Luka Vušković,Croatia,Croatia,Croatia,True
Croatia,Dominik Kotarski,,,Croatia,False
Croatia,Marco Pašalić,,,Croatia,False
Croatia,Martin Erlić,Croatia,Croatia,Croatia,True
Croatia,Petar Musa,Croatia,Croatia,Croatia,True
England,Jordan Pickford,England,United Kingdom,England,True
England,Ezri Konsa,England,United Kingdom,England,True
England,Nico O'Reilly,England,United Kingdom,England,True
England,Declan Rice,,,England,False
England,John Stones,England,United Kingdom,England,True
England,Marc Guéhi,Ivory Coast,United Kingdom,England,True
England,Bukayo Saka,,,England,False
England,Elliot Anderson,England,United Kingdom,England,True
England,Harry Kane,England,United Kingdom,England,True
England,Jude Bellingham,England,United Kingdom,England,True
England,Marcus Rashford,England,United Kingdom,England,True
England,Trevoh Chalobah,,,England,False
England,Dean Henderson,England,United Kingdom,England,True
England,Jordan Henderson,,,England,False
England,Dan Burn,England,United Kingdom,England,True
England,Kobbie Mainoo,England,United Kingdom,England,True
England,Morgan Rogers,England,United Kingdom,England,True
England,Anthony Gordon,England,United Kingdom,England,True
England,Ollie Watkins,,,England,False
England,Noni Madueke,England,United Kingdom,England,True
England,Eberechi Eze,England,United Kingdom,England,True
England,Ivan Toney,England,United Kingdom,England,True
England,James Trafford,England,United Kingdom,England,True
England,Reece James,England,United Kingdom,England,True
England,Djed Spence,England,United Kingdom,England,True
England,Jarell Quansah,,,England,False
Ghana,Lawrence Ati-Zigi,Ghana,Ghana,Ghana,True
Ghana,Alidu Seidu,Ghana,Ghana,Ghana,True
Ghana,Caleb Yirenkyi,Ghana,Ghana,Ghana,True
Ghana,Jonas Adjetey,,,Ghana,False
Ghana,Thomas Partey,Ghana,Ghana,Ghana,True
Ghana,Abdul Mumin,,,Ghana,False
Ghana,Abdul Fatawu,Ghana,Ghana,Ghana,True
Ghana,Kwasi Sibo,Ghana,Ghana,Ghana,True
Ghana,Jordan Ayew,France,France; Ghana,Ghana,True
Ghana,Brandon Thomas-Asante,England,Ghana; United Kingdom,Ghana,True
Ghana,Antoine Semenyo,England,Ghana; United Kingdom,Ghana,True
Ghana,Joseph Anang,,,Ghana,False
Ghana,Christopher Bonsu Baah,Ghana,Ghana,Ghana,True
Ghana,Gideon Mensah,Ghana,Ghana,Ghana,True
Ghana,Elisha Owusu,France,France; Ghana,Ghana,True
Ghana,Benjamin Asare,,Ghana,Ghana,False
Ghana,Abdul Rahman Baba,Ghana,Ghana,Ghana,True
Ghana,Jerome Opoku,England,Ghana; United Kingdom,Ghana,True
Ghana,Iñaki Williams,Spain,Ghana; Spain,Ghana,True
Ghana,Augustine Boakye,Ghana,Ghana,Ghana,True
Ghana,Kojo Peprah Oppong,Ghana,Ghana,Ghana,True
Ghana,Kamaldeen Sulemana,Ghana,Ghana,Ghana,True
Ghana,Derrick Luckassen,Netherlands,Ghana; Kingdom of the Netherlands,Ghana,True
Ghana,Ernest Nuamah,Ghana,Ghana,Ghana,True
Ghana,Prince Kwabena Adu,Ghana,Ghana,Ghana,True
Ghana,Marvin Senaya,France,France,Ghana,True
Panama,Luis Mejía,Panama,Panama,Panama,True
Panama,César Blackman,,,Panama,False
Panama,José Córdoba,Panama,Panama,Panama,True
Panama,Fidel Escobar,Panama,Panama,Panama,True
Panama,Edgardo Fariña,Panama,Panama,Panama,True
Panama,Cristian Martínez,Panama,Panama,Panama,True
Panama,José Luis Rodríguez,Panama,Panama,Panama,True
Panama,Adalberto Carrasquilla,,,Panama,False
Panama,Tomás Rodríguez,Panama,Panama,Panama,True
Panama,Ismael Díaz,Panama,Panama,Panama,True
Panama,Yoel Bárcenas,Panama,Panama,Panama,True
Panama,César Samudio,Panama,Panama,Panama,True
Panama,Jiovany Ramos,,,Panama,False
Panama,Carlos Harvey,Panama,Panama,Panama,True
Panama,Eric Davis,Panama,Panama,Panama,True
Panama,Andrés Andrade,,,Panama,False
Panama,José Fajardo,Panama,Panama,Panama,True
Panama,Cecilio Waterman,Panama,Panama,Panama,True
Panama,Alberto Quintero,Panama,Panama,Panama,True
Panama,Aníbal Godoy,,,Panama,False
Panama,César Yanis,Panama,Panama,Panama,True
Panama,Orlando Mosquera,Panama,Panama,Panama,True
Panama,Michael Amir Murillo,,,Panama,False
Panama,Azarias Londoño,Panama,Panama,Panama,True
Panama,Roderick Miller,,,Panama,False
Panama,Jorge Gutiérrez,,,Panama,False
